"","X","Species","Presence.Absence","PresenceCount","TrueAbsenceCount","Hour","env_Longitude","env_Latitude","env_Altitude","t","r","u","v","d","pv","vo","w","i10fg","X10u","X10v","X2t","crr","lsrr","skt","Perc_Broadleaf_Wood","Perc_Urban-Suburban","Perc_Coniferous_Wood","Perc_Arable","Perc_Grassland"
"24",4120099,"Bioscatter",0,0,110,2,-1.01,51.31,1000,283.97998046875,87.0770263671875,2.16706371307373,1.20349884033203,9.43313352763653e-06,7.7479342053266e-08,3.80130513804033e-05,0.125351905822754,4.39403533935547,2.45263004302979,0.195513725280762,286.408935546875,0,0,285.580078125,17.5,13,0,21.5,0
"25",3836580,"Bioscatter",0,0,70,3,-0.379999999999999,52.15,3000,274.86474609375,80.2595138549805,25.0954532623291,-3.74828147888184,-1.2904783943668e-06,4.05606272124714e-07,-1.8694598111324e-05,0.359253168106079,4.50208950042725,2.25301074981689,-1.42105197906494,284.4169921875,0,0,283.07080078125,4.25,7.25,0,56.5,0
"26",2261314,"Bioscatter",0,0,222,0,-0.52,51.03,3000,266.000244140625,53.8338356018066,-7.31706809997559,-0.216079711914062,2.81969550997019e-06,5.0876866453109e-07,0.000101568643003702,-0.0834531784057617,9.00115966796875,-5.11424732208252,0.109699249267578,281.700927734375,2.38418579101562e-07,2.38418579101562e-07,281.207763671875,20,1,0.25,18,0
"27",3929157,"Bioscatter",0,0,104,4,-1.85,52.29,3000,274.22705078125,93.356071472168,2.65758800506592,-6.30364990234375,6.12440053373575e-05,7.91049728832149e-07,2.63972760876641e-05,-0.0926313400268555,5.87027549743652,1.63883781433105,-2.8983154296875,287.02734375,0,0,286.782958984375,8.25,7.5,0,21.75,0.75
"28",7417121,"Bioscatter",0,0,44,21,-2.97,50.33,3000,272.166015625,33.9817962646484,6.69061756134033,3.78045654296875,-1.50490086525679e-05,1.38659743242897e-07,-6.22936058789492e-05,0.110306739807129,11.6730728149414,2.99548149108887,8.02906799316406,286.705322265625,0,0,288.05615234375,0,0,0,0,0
"29",1842230,"Bioscatter",0,0,86,22,-1.5,50.47,2000,269.7919921875,69.8016128540039,-7.0482873916626,-8.24529552459717,-0.000122056517284364,8.15802195575088e-07,-2.83312983810902e-05,0.214066505432129,4.84059619903564,-3.24811935424805,1.00759029388428,282.085693359375,0,0,283.371337890625,0,0,0,0,0
"30",82458,"Bioscatter",0,0,354,8,-0.309999999999999,50.96,3000,267.559814453125,62.4438819885254,19.041654586792,-7.44989013671875,-5.60213811695576e-06,4.90173363232316e-07,1.43935903906822e-05,-0.343734741210938,8.32290840148926,4.51091194152832,0.692441940307617,284.21728515625,6.05583190917969e-05,0,283.960205078125,7,1.5,0,46,0
"31",442884,"Bioscatter",0,0,90,2,-1.92,52.29,3000,270.733276367188,55.6993560791016,-13.4556732177734,0.975128173828125,-7.87945464253426e-06,2.38127483953576e-07,-5.23449270986021e-05,0.127635955810547,7.98487615585327,-4.00189113616943,-2.20178318023682,277.542724609375,0,0,276.130615234375,3.5,36,4.5,34.5,0
"32",793385,"Bioscatter",0,0,167,7,-2.27,51.73,2000,270.001220703125,71.9064865112305,4.37276268005371,-3.57812118530273,-6.15069002378732e-05,4.01288218654372e-07,1.28662213683128e-06,0.111871719360352,5.61940813064575,0.95382022857666,-2.94597053527832,279.47509765625,0,0,279.845947265625,47,1,0,13,0
"33",1703051,"Bioscatter",0,0,122,1,0.110000000000001,50.61,2000,266.239501953125,33.5623512268066,-3.09360122680664,-3.94671821594238,-4.07300249207765e-05,1.92791674180626e-07,-6.42009545117617e-05,-0.163044929504395,10.9090032577515,-5.50563526153564,-5.97438716888428,281.224853515625,0,1.66893005371094e-06,283.505615234375,0,0,0,0,0
"34",7235480,"Bioscatter",0,0,1454,16,-1.78,51.31,1000,275.927490234375,91.7645416259766,0.596416473388672,-8.9405517578125,-6.74200709909201e-05,-4.85107420900022e-08,-4.77619469165802e-05,0.313942909240723,5.92174911499023,-1.21888828277588,-3.0513916015625,283.477783203125,0,0,282.780029296875,2,1,0,57,32.5
"35",6484704,"Bioscatter",0,0,1199,2,-0.94,51.03,1000,285.6171875,94.25830078125,26.8988170623779,-1.10073852539062,3.86098399758339e-05,4.09562744607683e-07,-4.71910461783409e-05,1.74960422515869,16.3344268798828,7.97055530548096,2.8946533203125,284.920654296875,0,0,284.260009765625,15,13,0.5,24.5,0
"36",3224745,"Bioscatter",0,0,146,17,-0.729999999999999,52.01,3000,278.363525390625,18.2684364318848,16.7982978820801,13.0711107254028,-1.87309924513102e-05,4.70004124508705e-07,-3.27690504491329e-05,0.288324356079102,15.4002017974854,4.35977268218994,7.01203918457031,291.76318359375,0,0,292.07861328125,7.75,62.75,8,9.25,0
"37",2571956,"Bioscatter",0,0,157,8,-2.69,50.96,1000,276.352294921875,76.9236755371094,-18.5003662109375,1.17600536346436,3.63187864422798e-05,8.1339203461539e-07,5.40376640856266e-05,-0.227540016174316,15.5907678604126,-8.27841186523438,-1.94626140594482,283.990234375,0,0,285.2841796875,2.75,19.25,0,29,0
"38",383038,"Bioscatter",0,0,154,20,-2.27,51.8,1000,281.603515625,33.1117553710938,2.87897491455078,2.9155855178833,-5.96535392105579e-06,3.26494955515955e-07,-2.17687338590622e-05,0.0203447341918945,3.40587282180786,0.827980995178223,1.76286697387695,280.2119140625,0,0,278.463134765625,16.5,14,0,3.5,0
"39",5941677,"Bioscatter",0,0,208,7,-1.29,51.73,3000,267.863525390625,36.8304786682129,1.61270809173584,-1.69758129119873,2.24789400817826e-05,6.72194687467709e-07,3.28017340507358e-05,0.0774669647216797,4.42187023162842,0.138272285461426,-1.95417881011963,284.33740234375,0,0,285.576171875,27,7,10,28,0
"40",6812447,"Bioscatter",0,0,105,20,-1.64,49.98,2000,280.546875,64.7943496704102,13.5404949188232,4.70120429992676,6.05662353336811e-06,4.03398928483512e-07,-1.17209274321795e-05,0.0628366470336914,9.74131011962891,6.86382007598877,3.3575553894043,289.77783203125,2.38418579101562e-07,2.38418579101562e-06,289.485107421875,0,0,0,0,0
"41",3911470,"Bioscatter",0,0,922,1,-1.64,51.31,3000,273.968017578125,88.3065872192383,-1.34603786468506,-10.7239074707031,-5.27047086507082e-05,7.64390279073268e-07,3.92764341086149e-05,-0.449802398681641,9.42630290985107,2.65562343597412,-4.61221408843994,287.425048828125,0,0,287.31396484375,17,0,0.5,27.5,51.5
"42",3151439,"Bioscatter",0,0,100,5,0.390000000000001,51.03,3000,276.241455078125,99.1904754638672,12.7601623535156,-1.7199535369873,-2.79799569398165e-05,5.03739101986866e-07,-4.27658669650555e-05,-0.129666328430176,6.38085794448853,0.824630737304688,3.4953145980835,286.275634765625,0,0,286.180908203125,16.5,6,0,10.5,0
"43",202006,"Bioscatter",0,0,188,17,-1.15,52.08,3000,272.185546875,55.669605255127,9.34575080871582,-7.4042797088623,-2.84223351627588e-05,1.13325256734242e-07,-8.32053192425519e-05,-0.457372665405273,7.16046047210693,4.03771781921387,-0.673923492431641,285.38525390625,0,0,284.935546875,4,0,0,88,0
"44",3884169,"Bioscatter",0,0,119,18,0.250000000000002,50.75,3000,277.529541015625,65.145622253418,9.35256099700928,4.27012062072754,-5.98555197939277e-06,3.0725550459465e-07,-6.16612378507853e-05,-0.327369689941406,8.50088977813721,-5.52546119689941,-0.943649291992188,291.16748046875,0,0,291.462890625,2.5,0.5,0,0,12
"45",2288393,"Bioscatter",0,0,162,3,-0.869999999999999,51.87,3000,266.572998046875,28.7592830657959,-7.82323551177979,-2.97589111328125,-1.2963151675649e-05,7.18952605893719e-07,5.79755869694054e-05,0.0852012634277344,5.83260917663574,-2.73287868499756,-1.70781135559082,279.36083984375,0,0,278.137939453125,0,0,0,24,0
"46",6533910,"Bioscatter",0,0,138,7,-2.41,50.4,2000,282.78955078125,63.5652313232422,26.7103042602539,-5.80386352539062,-3.88233456760645e-05,6.96227289154194e-07,-3.71809583157301e-05,-0.146246910095215,16.4217109680176,12.1421508789062,1.73741149902344,289.28662109375,0,1.9073486328125e-06,289.5625,0,0,0,0,0
"47",2508777,"Bioscatter",0,0,530,1,-1.5,51.66,2000,272.779296875,69.6195297241211,-12.7948303222656,-3.87369918823242,-8.45594331622124e-06,1.06432253232924e-06,6.22518418822438e-05,0.533069610595703,9.51817321777344,-3.86528778076172,-3.05134105682373,279.867919921875,0,0,279.142578125,3.25,12,0.25,38.5,0
"48",4453755,"Bioscatter",0,0,596,13,-1.99,51.45,1000,285.814697265625,75.5975646972656,3.44457626342773,-2.10055637359619,0.00010958663187921,8.38126652524807e-08,-7.17388466000557e-05,-0.00187206268310547,6.56180095672607,2.51279544830322,-1.20185852050781,295.310791015625,0,0,299.005615234375,7,2.5,0.75,46,0
"49",4922819,"Bioscatter",0,0,58,9,0.460000000000001,50.54,3000,275.125732421875,60.3807182312012,16.6668338775635,0.972464561462402,-1.25555961858481e-05,7.87932947332592e-07,1.12107954919338e-06,0.0436992645263672,8.95884323120117,7.04310321807861,0.944756507873535,290.5166015625,1.57356262207031e-05,5.96046447753906e-06,290.468505859375,0,0,0,0,0
"50",7448690,"Bioscatter",0,0,71,1,-0.729999999999999,51.38,1000,273.543212890625,40.2839469909668,-1.63809490203857,-4.44536209106445,6.54470786685124e-05,6.98744315741351e-07,4.67316713184118e-05,-0.0161724090576172,3.34950685501099,0.421795845031738,-1.95810794830322,275.941650390625,0,0,274.47802734375,7.5,1,76.5,0,0
"51",6294157,"Bioscatter",0,0,115,23,0.250000000000002,51.59,3000,272.860595703125,62.1914558410645,5.03639602661133,-7.6192569732666,-2.87493166979402e-05,8.89800503500737e-07,1.91230792552233e-05,0.0615873336791992,2.76862525939941,0.959869384765625,1.46686840057373,282.521484375,0,0,281.03857421875,4,43,0,43,0
"52",6499095,"Bioscatter",0,0,225,3,-1.29,50.47,3000,277.125,47.3711204528809,25.6236724853516,-3.12393188476562,1.65577512234449e-05,1.87219484359957e-07,-5.35936560481787e-05,0.483942031860352,20.6139907836914,14.4878587722778,2.78639221191406,288.7080078125,0,0,289.771240234375,0,0,0,0,0
"53",4234638,"Bioscatter",0,0,122,21,-2.34,50.19,2000,285.108154296875,44.7924613952637,8.50535678863525,0.279513359069824,1.62096694111824e-06,1.27166629226849e-07,-2.90254974970594e-05,0.367642402648926,8.27455711364746,4.93766117095947,-4.57742118835449,291.00390625,0,0,288.191650390625,0,0,0,0,0
"54",5311951,"Bioscatter",0,0,138,4,-2.9,50.82,3000,273.8203125,62.311279296875,14.1302156448364,5.22575950622559,1.96988694369793e-05,3.86525812245964e-07,-3.56221571564674e-05,-0.029139518737793,4.42187166213989,1.99876308441162,1.30892467498779,285.45654296875,0,0,284.365478515625,21,0.5,0,28.5,1
"55",2632429,"Bioscatter",0,0,182,1,-1.15,50.75,3000,272.166625976562,9.63129329681396,-4.64242553710938,3.11060905456543,6.19944185018539e-05,5.11168934735906e-07,-3.71861096937209e-05,0.0433320999145508,11.175929069519,-6.62329578399658,-4.28855991363525,282.56884765625,0,2.38418579101562e-07,283.86865234375,1,0,0,0,0
"56",6030537,"Bioscatter",0,0,181,6,-2.48,50.82,1000,280.323974609375,77.6627655029297,0.770326614379883,-3.02440547943115,-4.89137601107359e-05,6.38801793684252e-08,-4.11455548601225e-05,0.36585521697998,5.03706312179565,0.965808868408203,-2.66725730895996,283.078857421875,0,0,282.431884765625,8,3.75,0,20.25,0
"57",3891962,"Bioscatter",0,0,48,19,-0.799999999999999,52.43,3000,275.4912109375,63.281925201416,11.4527425765991,3.19181537628174,2.22241505980492e-05,6.51191840006504e-07,-1.30843836814165e-05,0.248360633850098,3.86020350456238,-1.9758415222168,-0.642289161682129,291.27734375,0,0,291.028076171875,4,24,0,32.5,0
"58",6829413,"Bioscatter",0,0,322,22,-1.08,51.8,2000,281.68408203125,14.3093872070312,11.7840223312378,3.62280082702637,8.90991650521755e-05,5.88392140343785e-07,-4.04603779315948e-05,-0.00257396697998047,6.99532794952393,1.32779979705811,3.73505592346191,283.752685546875,0,0,282.486328125,7.25,1.25,0.75,43.75,1.25
"59",5938190,"Bioscatter",0,0,159,7,-1.99,50.4,1000,280.436157226562,81.9845428466797,-2.01292514801025,-3.58241558074951,-1.256272662431e-05,6.92784851707984e-08,-3.82099096896127e-05,-0.273251533508301,7.51366710662842,-0.469149589538574,-5.31648349761963,287.8076171875,0,0,290.61083984375,0,0,0,0,0
"60",7033203,"Bioscatter",0,0,245,23,-1.85,52.01,2000,285.61767578125,43.7435913085938,19.3987503051758,9.3429479598999,-4.70085069537163e-07,3.04823515762109e-07,-7.01146200299263e-06,-0.121756553649902,9.10388088226318,1.02968406677246,4.4296760559082,288.162109375,0,0,286.7001953125,8,5,0.5,46.5,0
"61",4716132,"Bioscatter",0,0,416,19,-0.869999999999999,50.96,2000,278.636474609375,70.2741546630859,7.39121150970459,0.833516120910645,1.52341090142727e-06,5.72240423935e-07,-2.5599729269743e-05,0.100783348083496,5.96935319900513,2.19727516174316,2.41858577728271,288.25390625,0,0,287.452880859375,24.25,4.75,6.5,34,0
"62",4675977,"Bioscatter",0,0,169,4,-2.06,51.8,1000,280.238647460938,81.633056640625,6.59740257263184,-0.0474433898925781,3.70300986105576e-05,3.35940683271474e-07,2.18422792386264e-06,0.362089157104492,4.27951288223267,2.04034900665283,1.21598339080811,283.1298828125,0,0,281.858642578125,31.75,0.5,0,37.25,0
"63",2562588,"Bioscatter",0,0,1082,7,-0.869999999999999,51.1,1000,275.72119140625,83.8452453613281,-18.1972351074219,-2.72098541259766,3.69055196642876e-05,7.99303563780995e-07,5.2962452173233e-05,0.355108261108398,12.5427875518799,-5.39677047729492,-3.43840312957764,282.291625976562,0,0,283.419921875,34.5,13.5,14,7,0
"64",1444867,"Bioscatter",0,0,210,21,-2.13,51.59,3000,272.787841796875,26.3948631286621,6.81342697143555,8.6908483505249,-2.38376524066553e-05,2.72657359801087e-07,-4.42822783952579e-05,0.0538606643676758,4.51184558868408,-1.69019603729248,2.06099128723145,281.79833984375,0,0,279.7265625,10,1,0,27,0
"65",3438894,"Bioscatter",0,0,156,14,-2.27,50.96,3000,278.83837890625,38.7654190063477,11.6364765167236,-11.241943359375,1.45635567605495e-05,1.83351403393317e-07,-7.3898583650589e-05,0.36769962310791,9.79638290405273,4.69963836669922,-1.54503631591797,293.564453125,0,0,297.067138671875,1.5,3,0,15.5,0
"66",6683175,"Bioscatter",0,0,118,18,-2.55,52.01,3000,272.76708984375,63.2843933105469,9.01889228820801,-5.2455530166626,2.8923386707902e-05,1.04157152236439e-07,-5.52595593035221e-05,-0.00227546691894531,1.62264704704285,-0.0421552658081055,1.13731288909912,287.152099609375,1.43051147460938e-06,0,286.174072265625,29.5,1,4.5,7.5,0
"67",590170,"Bioscatter",0,0,114,1,0.32,50.89,2000,277.726806640625,44.1651916503906,-6.10223388671875,5.44521713256836,9.74838621914387e-06,4.47001639258815e-07,-4.21863660449162e-05,-0.0849781036376953,5.47125864028931,-2.0576000213623,-2.51356506347656,279.6083984375,0,0,278.319580078125,0,0,0,0,0
"68",5932676,"Bioscatter",0,0,99,6,0.600000000000001,51.45,3000,267.914794921875,71.3302536010742,0.833863258361816,-0.149760246276855,-4.19425196014345e-05,3.99939608541899e-07,-2.70633463514969e-05,-0.149022102355957,2.64551258087158,0.909396171569824,-0.799360275268555,284.486572265625,0,0,288.392578125,0,1.5,0,57.75,0
"69",3222773,"Bioscatter",0,0,401,17,-2.13,51.59,2000,281.24462890625,93.965461730957,14.6068754196167,11.6292572021484,1.21351331472397e-06,5.02086550113745e-07,-2.43217218667269e-05,0.00735855102539062,13.4475650787354,2.09658908843994,7.16682434082031,289.667724609375,0,6.19888305664062e-06,289.58642578125,10,1,0,27,0
"70",4435459,"Bioscatter",0,0,1367,9,-1.71,51.17,1000,283.10791015625,97.3500213623047,1.73937892913818,-3.87715148925781,-1.75583263626322e-05,9.86082454801362e-07,4.32530214311555e-05,0.126005172729492,6.13387489318848,0.553179740905762,-2.52007484436035,292.12158203125,4.05311584472656e-06,0,295.713134765625,5.5,5.5,2.5,40.25,38.5
"71",154442,"Bioscatter",0,0,147,7,-0.0299999999999994,50.82,2000,272.316162109375,78.5986175537109,1.27288913726807,-5.57290649414062,4.10603825002909e-05,6.11814357398544e-07,3.00602987408638e-05,-0.156924247741699,8.47749519348145,1.20029640197754,-5.38608837127686,279.843994140625,0,0,280.159423828125,0.25,9.25,0,47,5
"72",524881,"Bioscatter",0,0,37,18,-1.01,51.31,2000,278.168701171875,42.895679473877,-12.6923828125,5.44751739501953,2.13189778150991e-05,2.92532661205769e-07,-5.32889680471271e-05,0.23291015625,10.5041484832764,-5.19569683074951,-2.02990341186523,282.823486328125,0,0,282.06982421875,17.5,13,0,21.5,0
"73",1472831,"Bioscatter",0,0,210,0,-0.309999999999999,51.45,3000,272.187744140625,31.2008781433105,7.25774574279785,3.59996032714844,-7.69352482166141e-06,1.22061464935541e-07,-7.50645558582619e-05,0.0793952941894531,3.1185462474823,-1.88879585266113,1.30015468597412,280.7236328125,0,0,278.340576171875,17,60,0,0,0.5
"74",4652926,"Bioscatter",0,0,222,1,-1.57,51.66,3000,270.008544921875,20.0112609863281,10.0805501937866,1.04709720611572,1.51810527313501e-05,6.83388009292685e-07,7.70155747886747e-06,0.126799583435059,4.74140739440918,2.42563819885254,1.06257152557373,284.1103515625,0,0,282.9609375,1.75,1.5,0,62.25,0
"75",3557852,"Bioscatter",0,0,122,1,-1.71,50.12,2000,285.25634765625,38.3217887878418,-2.0033540725708,2.78945636749268,-2.63321853708476e-05,3.32057652485673e-07,-4.93341212859377e-05,-0.326919555664062,2.21091651916504,-1.90339279174805,0.492755889892578,288.149658203125,0,0,286.82666015625,0,0,0,0,0
"76",1683703,"Bioscatter",0,0,307,23,-0.659999999999998,51.52,2000,272.499267578125,34.0198745727539,3.77979564666748,-6.33807373046875,3.10495961457491e-05,9.07082494450151e-07,-8.14348459243774e-06,-0.129342079162598,3.74997353553772,1.58264064788818,-1.4267578125,280.1767578125,0,0,278.9423828125,48,10,0,5.5,0
"77",420573,"Bioscatter",0,0,548,0,-0.869999999999999,51.31,1000,280.878662109375,40.5367012023926,-17.9172515869141,0.114571571350098,-7.7810836955905e-05,4.07804236601805e-07,-4.68948273919523e-05,-0.110429763793945,10.3359994888306,-4.78720664978027,-3.09504127502441,278.629638671875,0,0,277.200927734375,16.75,10,16.25,18,0
"78",6059711,"Bioscatter",0,0,174,11,-1.36,51.94,2000,274.18212890625,80.5336227416992,1.04976367950439,-0.0656452178955078,0.00010960060171783,3.44291038345546e-07,-1.22124329209328e-05,-0.182833671569824,4.09355735778809,1.04695510864258,-0.0409030914306641,289.400146484375,0,0,294.25244140625,12.5,2,1.5,55.25,0
"79",2735084,"Bioscatter",0,0,100,23,-1.71,49.98,3000,267.6162109375,92.8840866088867,-0.936816215515137,-0.802695274353027,4.14246605942026e-05,7.77745356117521e-07,2.59589578490704e-05,0.0455169677734375,5.15926361083984,3.20746994018555,-2.65377998352051,284.49267578125,3.814697265625e-06,4.76837158203125e-06,284.238525390625,0,0,0,0,0
"80",6267422,"Bioscatter",0,0,157,20,-0.94,50.33,3000,274.012939453125,4.6105432510376,6.28519725799561,-8.20988655090332,3.15508659696206e-05,8.79274921317119e-07,6.29224814474583e-06,-0.0224399566650391,8.59088134765625,6.37069988250732,1.07011127471924,288.692138671875,0,0,289.974365234375,0,0,0,0,0
